cell_type	target	filetype	download_link	source	assembly
K562	KHSRP	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF767OEV/@@download/ENCFF767OEV.bigWig	ENCODE	hg19
K562	ZFP91	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF194BBM/@@download/ENCFF194BBM.bigBed	ENCODE	hg19
K562	ZFP91	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF285MPA/@@download/ENCFF285MPA.bigWig	ENCODE	hg19
K562	ARID2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF423SVK/@@download/ENCFF423SVK.bigBed	ENCODE	hg19
K562	ARID2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF232MAF/@@download/ENCFF232MAF.bigWig	ENCODE	hg19
K562	DNMT1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF712YDU/@@download/ENCFF712YDU.bigBed	ENCODE	hg19
K562	DNMT1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF820AVX/@@download/ENCFF820AVX.bigWig	ENCODE	hg19
K562	ARID1B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF238CLX/@@download/ENCFF238CLX.bigBed	ENCODE	hg19
K562	ARID1B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF750FNO/@@download/ENCFF750FNO.bigWig	ENCODE	hg19
K562	TRIM25	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF985CNU/@@download/ENCFF985CNU.bigBed	ENCODE	hg19
K562	TRIM25	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF949WGE/@@download/ENCFF949WGE.bigWig	ENCODE	hg19
K562	CC2D1A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF599CPT/@@download/ENCFF599CPT.bigBed	ENCODE	hg19
K562	CC2D1A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF856RTE/@@download/ENCFF856RTE.bigWig	ENCODE	hg19
K562	AFF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF748JSB/@@download/ENCFF748JSB.bigBed	ENCODE	hg19
K562	AFF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF813XDC/@@download/ENCFF813XDC.bigWig	ENCODE	hg19
K562	BRD4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF932ZPG/@@download/ENCFF932ZPG.bigBed	ENCODE	hg19
K562	BRD4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF260JHC/@@download/ENCFF260JHC.bigWig	ENCODE	hg19
K562	ZNF592	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF806RFJ/@@download/ENCFF806RFJ.bigBed	ENCODE	hg19
K562	ZNF592	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF280MOK/@@download/ENCFF280MOK.bigWig	ENCODE	hg19
K562	RBM25	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF765PXM/@@download/ENCFF765PXM.bigBed	ENCODE	hg19
K562	RBM25	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF821RCB/@@download/ENCFF821RCB.bigWig	ENCODE	hg19
K562	TAF15	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF713VPX/@@download/ENCFF713VPX.bigBed	ENCODE	hg19
K562	TAF15	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF405IFO/@@download/ENCFF405IFO.bigWig	ENCODE	hg19
K562	MTA1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF180XEU/@@download/ENCFF180XEU.bigBed	ENCODE	hg19
K562	MTA1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF194ZGF/@@download/ENCFF194ZGF.bigWig	ENCODE	hg19
K562	ZBTB40	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF198FDZ/@@download/ENCFF198FDZ.bigBed	ENCODE	hg19
K562	ZBTB40	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF882ZUY/@@download/ENCFF882ZUY.bigWig	ENCODE	hg19
K562	MTA3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF469FIA/@@download/ENCFF469FIA.bigBed	ENCODE	hg19
K562	MTA3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF230NBV/@@download/ENCFF230NBV.bigWig	ENCODE	hg19
K562	ZNF639	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF944TSJ/@@download/ENCFF944TSJ.bigBed	ENCODE	hg19
K562	ZNF639	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF365YDY/@@download/ENCFF365YDY.bigWig	ENCODE	hg19
K562	ZNF316	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF778NEV/@@download/ENCFF778NEV.bigBed	ENCODE	hg19
K562	ZNF316	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF617XZE/@@download/ENCFF617XZE.bigWig	ENCODE	hg19
K562	RLF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF224SUU/@@download/ENCFF224SUU.bigBed	ENCODE	hg19
K562	RLF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF373XUB/@@download/ENCFF373XUB.bigWig	ENCODE	hg19
K562	NKRF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF596XXG/@@download/ENCFF596XXG.bigBed	ENCODE	hg19
K562	NKRF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF932XGZ/@@download/ENCFF932XGZ.bigWig	ENCODE	hg19
K562	ARHGAP35	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF205KOI/@@download/ENCFF205KOI.bigBed	ENCODE	hg19
K562	ARHGAP35	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF694WYQ/@@download/ENCFF694WYQ.bigWig	ENCODE	hg19
K562	THRA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF498DMN/@@download/ENCFF498DMN.bigBed	ENCODE	hg19
K562	THRA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF635LIW/@@download/ENCFF635LIW.bigWig	ENCODE	hg19
K562	FUS	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF516VRQ/@@download/ENCFF516VRQ.bigBed	ENCODE	hg19
K562	FUS	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF380ABG/@@download/ENCFF380ABG.bigWig	ENCODE	hg19
K562	E2F7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF683VLI/@@download/ENCFF683VLI.bigBed	ENCODE	hg19
K562	E2F7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF103XPY/@@download/ENCFF103XPY.bigWig	ENCODE	hg19
K562	PRDM10	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF560NYE/@@download/ENCFF560NYE.bigBed	ENCODE	hg19
K562	PRDM10	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF251XOX/@@download/ENCFF251XOX.bigWig	ENCODE	hg19
K562	NUFIP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF462ZTE/@@download/ENCFF462ZTE.bigBed	ENCODE	hg19
K562	NUFIP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF645UPN/@@download/ENCFF645UPN.bigWig	ENCODE	hg19
K562	TRIP13	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF142YMQ/@@download/ENCFF142YMQ.bigBed	ENCODE	hg19
K562	TRIP13	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF317QLL/@@download/ENCFF317QLL.bigWig	ENCODE	hg19
K562	MGA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF186UJB/@@download/ENCFF186UJB.bigBed	ENCODE	hg19
K562	MGA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF932XMO/@@download/ENCFF932XMO.bigWig	ENCODE	hg19
K562	GATAD2B	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF222KAL/@@download/ENCFF222KAL.bigBed	ENCODE	hg19
K562	GATAD2B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF755NBK/@@download/ENCFF755NBK.bigWig	ENCODE	hg19
K562	KLF16	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF986JLG/@@download/ENCFF986JLG.bigBed	ENCODE	hg19
K562	KLF16	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF161TZI/@@download/ENCFF161TZI.bigWig	ENCODE	hg19
K562	NFIC	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF292MFU/@@download/ENCFF292MFU.bigBed	ENCODE	hg19
K562	NFIC	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF474SAL/@@download/ENCFF474SAL.bigWig	ENCODE	hg19
K562	KAT8	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF062WWV/@@download/ENCFF062WWV.bigBed	ENCODE	hg19
K562	KAT8	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF068JOG/@@download/ENCFF068JOG.bigWig	ENCODE	hg19
K562	HNRNPLL	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF236YAX/@@download/ENCFF236YAX.bigBed	ENCODE	hg19
K562	HNRNPLL	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF973NPC/@@download/ENCFF973NPC.bigWig	ENCODE	hg19
K562	SNRNP70	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF190QFS/@@download/ENCFF190QFS.bigBed	ENCODE	hg19
K562	SNRNP70	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF989OXX/@@download/ENCFF989OXX.bigWig	ENCODE	hg19
K562	DACH1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF709HXG/@@download/ENCFF709HXG.bigBed	ENCODE	hg19
K562	DACH1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF620DCM/@@download/ENCFF620DCM.bigWig	ENCODE	hg19
kc167	mRNA	(wig)	http://data.modencode.org/cgi-bin/findFiles.cgi?download=2761	modENCODE	
Kc167	H3K4me3	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM890119&format=file&file=GSM890119%5FH3K4me3%5FKc%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	H3K4me1	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM890120&format=file&file=GSM890120%5FH3K4me1%5FKc%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	H3K27ac	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM890121&format=file&file=GSM890121%5FH3K27ac%5FKc%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	JIL-1	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM890122&format=file&file=GSM890122%5FJIL1%5FKc%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	H3K9acS10ph	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM890123&format=file&file=GSM890123%5FH3K9acS10ph%5FKc%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	H3K27acS28ph	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM890124&format=file&file=GSM890124%5FH3S28K27%5FKc%2Ebed%2Egz	NCBI-GEO	dm3
Kc167	GAF	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133762&format=file&file=GSM2133762%5FKc%5FGAF%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	H3K27me3	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133764&format=file&file=GSM2133764%5FKc%5FH3K27me3%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	Ibf1	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133766&format=file&file=GSM2133766%5FKc%5FIbf1%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	Ibf2	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133767&format=file&file=GSM2133767%5FKc%5FIbf2%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	Pita	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133768&format=file&file=GSM2133768%5FKc%5FPita%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	ZIPIC	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133769&format=file&file=GSM2133769%5FKc%5FZIPIC%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	Nup98	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2133770&format=file&file=GSM2133770%5FKc%5FNup98%2Ewig%2Egz	NCBI-GEO	dm6
Kc167	dCTCF	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM807543&format=file&file=GSM807543%5FCTCF%2Dint%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	CTCF	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1535983&format=file&file=GSM1535983%5FCTCF%5FNT%5FRep2%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	Rad21	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1536009&format=file&file=GSM1536009%5FRad21%5FNT%5FRep1%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	H3K9me2	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1535996&format=file&file=GSM1535996%5FH3K9me2%5FNT%5FRep1%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	BEAF	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1535963&format=file&file=GSM1535963%5FBEAF%5FNT%5FRep2%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	CapH2	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1535966&format=file&file=GSM1535966%5FCapH2%5FNT%5FRep1%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	CBP	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1535970&format=file&file=GSM1535970%5FCBP%5FNT%5FRep1%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	CP190	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1535980&format=file&file=GSM1535980%5FCP190%5FNT%5FRep2%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	RNAPII	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1536014&format=file&file=GSM1536014%5FRNAPII%5FNT%5FRep1%2Ewig%2Egz	NCBI-GEO	dm3
Kc167	TFIIIC	(wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM1536019&format=file&file=GSM1536019%5FTFIIIC%5FNT%5FRep1%2Ewig%2Egz	NCBI-GEO	dm3
ES-E14	H3K4me3	(BigWig)	https://www.encodeproject.org/files/ENCFF806NDV/@@download/ENCFF806NDV.bigWig	ENCODE	mm10
ES-E14	H3K4me1	(BigWig)	https://www.encodeproject.org/files/ENCFF531JKE/@@download/ENCFF531JKE.bigWig	ENCODE	mm10
ES-E14	H3K27ac	(BigWig)	https://www.encodeproject.org/files/ENCFF163SBS/@@download/ENCFF163SBS.bigWig	ENCODE	mm10
ES-E14	H3K36me3	(BigWig)	https://www.encodeproject.org/files/ENCFF097KTK/@@download/ENCFF097KTK.bigWig	ENCODE	mm10
ES-E14	H3K9me3	(BigWig)	https://www.encodeproject.org/files/ENCFF519ZAT/@@download/ENCFF519ZAT.bigWig	ENCODE	mm10
ES-E14	H3K9ac	(BigWig)	https://www.encodeproject.org/files/ENCFF705OWT/@@download/ENCFF705OWT.bigWig	ENCODE	mm10
ES-V6.5	Smc1	(Wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM560341&format=file&file=GSM560341%5F03112009%5F313D2AAXX%5FB6%2Ewig%2Egz	NCBI-GEO	mm8
ES-V6.5	Smc3	(Wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM560344&format=file&file=GSM560344%5F03112009%5F313D2AAXX%5FB7%2Ewig%2Egz	NCBI-GEO	mm8
ES-V6.5	CTCF	(Wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM560352&format=file&file=GSM560352%5F09112009%5Ffolder42TUFAAXX%5FB1%2Ewig%2Egz	NCBI-GEO	mm8
ES-V6.5	Med12	(Wig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM560346&format=file&file=GSM560346%5F05272009%5F303V0AAXX%5FB3%2Ewig%2Egz	NCBI-GEO	mm8
ES-Oct4-GFP	RNA	(TXT)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM2533843&format=file&file=GSM2533843%5FES%5Frep1%2Etxt%2Egz	NCBI-GEO	mm10
ES-Oct4-GFP	CTCF	(BigWig)	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE96107&format=file&file=GSE96107%5FES%5FCTCF%2Ebw	NCBI-GEO	mm10
